"ANO_ELEICAO","CD_TIPO_ELEICAO","NM_TIPO_ELEICAO","TP_ABRANGENCIA","SG_UF","SG_UE","NM_UE","CD_CARGO","DS_CARGO","CD_SITUACAO_CANDIDATURA","DS_SITUACAO_CANDIDATURA","CD_DETALHE_SITUACAO_CAND","DS_DETALHE_SITUACAO_CAND","TP_AGREMIACAO","NR_PARTIDO","SG_PARTIDO","NR_IDADE_DATA_POSSE","CD_GENERO","DS_GENERO","CD_GRAU_INSTRUCAO","DS_GRAU_INSTRUCAO","CD_ESTADO_CIVIL","DS_ESTADO_CIVIL","CD_COR_RACA","DS_COR_RACA","VR_DESPESA_MAX_CAMPANHA"
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",50,"PSOL",49,2,"MASCULINO",8,"SUPERIOR COMPLETO",9,"DIVORCIADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",19,"PODE",61,4,"FEMININO",8,"SUPERIOR COMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",12,"PDT",54,4,"FEMININO",7,"SUPERIOR INCOMPLETO",9,"DIVORCIADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",19,"PODE",50,2,"MASCULINO",4,"ENSINO FUNDAMENTAL COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",77,"SOLIDARIEDADE",49,4,"FEMININO",8,"SUPERIOR COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",27,"DC",60,4,"FEMININO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",13,"PT",46,4,"FEMININO",4,"ENSINO FUNDAMENTAL COMPLETO",1,"SOLTEIRO(A)",2,"PRETA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",10,"REPUBLICANOS",59,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",10,"REPUBLICANOS",49,4,"FEMININO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",12,"PDT",39,2,"MASCULINO",8,"SUPERIOR COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",28,"PRTB",30,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",65,"PC do B",43,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",90,"PROS",55,4,"FEMININO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",14,"PTB",41,4,"FEMININO",8,"SUPERIOR COMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",15,"MDB",62,2,"MASCULINO",8,"SUPERIOR COMPLETO",9,"DIVORCIADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",23,"CIDADANIA",37,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",23,"CIDADANIA",60,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",2,"PRETA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",17,"PSL",65,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",50,"PSOL",45,4,"FEMININO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",65,"PC do B",57,4,"FEMININO",8,"SUPERIOR COMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",23,"CIDADANIA",38,2,"MASCULINO",2,"LÊ E ESCREVE",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",40,"PSB",55,4,"FEMININO",6,"ENSINO MÉDIO COMPLETO",5,"VIÚVO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",90,"PROS",44,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",25,"DEM",40,4,"FEMININO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",23,"CIDADANIA",28,4,"FEMININO",8,"SUPERIOR COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",70,"AVANTE",71,2,"MASCULINO",5,"ENSINO MÉDIO INCOMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",70,"AVANTE",55,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",9,"DIVORCIADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",17,"PSL",50,4,"FEMININO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",19,"PODE",41,2,"MASCULINO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",2,"PRETA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",43,"PV",71,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",23,"CIDADANIA",54,4,"FEMININO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",43,"PV",47,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",2,"PRETA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",77,"SOLIDARIEDADE",59,4,"FEMININO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",70,"AVANTE",55,2,"MASCULINO",8,"SUPERIOR COMPLETO",9,"DIVORCIADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",40,"PSB",31,2,"MASCULINO",8,"SUPERIOR COMPLETO",9,"DIVORCIADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",77,"SOLIDARIEDADE",49,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",90,"PROS",42,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",40,"PSB",35,4,"FEMININO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",2,"PRETA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",17,"PSL",50,2,"MASCULINO",4,"ENSINO FUNDAMENTAL COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",65,"PC do B",28,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",2,"PRETA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",70,"AVANTE",53,4,"FEMININO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",25,"DEM",28,4,"FEMININO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",19,"PODE",35,2,"MASCULINO",8,"SUPERIOR COMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",25,"DEM",53,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",15,"MDB",32,4,"FEMININO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",27,"DC",50,2,"MASCULINO",7,"SUPERIOR INCOMPLETO",9,"DIVORCIADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",20,"PSC",31,4,"FEMININO",7,"SUPERIOR INCOMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",28,"PRTB",52,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",10,"REPUBLICANOS",55,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",2,"PRETA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",65,"PC do B",42,4,"FEMININO",6,"ENSINO MÉDIO COMPLETO",9,"DIVORCIADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",11,"PP",66,2,"MASCULINO",7,"SUPERIOR INCOMPLETO",9,"DIVORCIADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",12,"PDT",22,4,"FEMININO",4,"ENSINO FUNDAMENTAL COMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",40,"PSB",37,2,"MASCULINO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",17,"PSL",55,2,"MASCULINO",7,"SUPERIOR INCOMPLETO",9,"DIVORCIADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",40,"PSB",61,2,"MASCULINO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",3,"INAPTO",14,"INDEFERIDO","PARTIDO ISOLADO",23,"CIDADANIA",48,4,"FEMININO",5,"ENSINO MÉDIO INCOMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",36,"PTC",67,4,"FEMININO",2,"LÊ E ESCREVE",7,"SEPARADO(A) JUDICIALMENTE",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",36,"PTC",61,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",9,"DIVORCIADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",36,"PTC",48,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",40,"PSB",28,4,"FEMININO",7,"SUPERIOR INCOMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",77,"SOLIDARIEDADE",60,2,"MASCULINO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",11,"PP",52,4,"FEMININO",8,"SUPERIOR COMPLETO",9,"DIVORCIADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",70,"AVANTE",70,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",70,"AVANTE",51,4,"FEMININO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",25,"DEM",49,4,"FEMININO",2,"LÊ E ESCREVE",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",70,"AVANTE",33,4,"FEMININO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",11,"PP",25,4,"FEMININO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",15,"MDB",56,4,"FEMININO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",70,"AVANTE",50,4,"FEMININO",2,"LÊ E ESCREVE",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",70,"AVANTE",28,4,"FEMININO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",40,"PSB",48,2,"MASCULINO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",13,"PT",60,4,"FEMININO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",2,"PRETA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",12,"PDT",35,2,"MASCULINO",8,"SUPERIOR COMPLETO",9,"DIVORCIADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",40,"PSB",50,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",50,"PSOL",68,2,"MASCULINO",8,"SUPERIOR COMPLETO",9,"DIVORCIADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",3,"INAPTO",6,"RENÚNCIA","PARTIDO ISOLADO",28,"PRTB",61,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",6,"NÃO INFORMADO",1011149
